ac_id;start_x;start_y;start_z;start_theta;end_x;end_y;end_z;end_theta;airspeed;climb;turn_radius;dt
60;560502.4915427107;6264109.204889421;0.0;1.4224212555940865;560291.974873552;6264206.926600897;225.0;-2.3736477827122884;14.1;0.16666666666666666;40;0.0
61;560307.6226792264;6264246.059739951;0.0;-4.493575441951538;560342.3286595757;6264255.552686829;225.0;-2.3736477827122884;14.1;0.16666666666666666;40;0.0
62;560393.7405193173;6264268.636699199;0.0;-5.055696209624999;560392.6824455993;6264304.1787727615;225.0;-2.3736477827122884;14.1;0.16666666666666666;40;0.0
