ac_id;start_x;start_y;start_z;start_theta;end_x;end_y;end_z;end_theta;airspeed;climb;turn_radius;dt
60;560288.3120181117;6264215.8565808665;213.272995;-0.6442076766155571;560291.974873552;6264206.926600897;225.0;-2.3736477827122884;14.1;0.16666666666666666;40;0.0
61;560276.2897674496;6264259.723238463;210.921143;0.7894423181671218;560342.3286595757;6264255.552686829;225.0;-2.3736477827122884;14.1;0.16666666666666666;40;0.0
62;560362.8185546563;6264320.651109475;208.55122820214845;-0.08586567879535845;560392.6824455993;6264304.1787727615;225.0;-2.3736477827122884;14.1;0.16666666666666666;40;0.0
